epoch,train_loss,train_acc,val_loss,val_acc,lr
1,1.7525874376296997,0.4901961088180542,13.763489723205566,0.692307710647583,0.001
2,21.93558692932129,0.5098039507865906,12.410297393798828,0.692307710647583,0.001
3,19.914682388305664,0.5098039507865906,5.9919962882995605,0.692307710647583,0.001
4,9.783130645751953,0.5098039507865906,2.997467517852783,0.3076923191547394,0.001
5,2.2692062854766846,0.529411792755127,9.606754302978516,0.3076923191547394,0.001
6,7.1014084815979,0.4901961088180542,7.341976642608643,0.3076923191547394,0.001
7,5.410337924957275,0.4901961088180542,0.8688622713088989,0.7692307829856873,0.001
8,0.7597647905349731,0.7843137383460999,1.4082108736038208,0.692307710647583,0.001
9,3.1134138107299805,0.5098039507865906,2.2232704162597656,0.692307710647583,0.001
10,4.539158344268799,0.5098039507865906,0.6891180872917175,0.8461538553237915,0.001
11,2.0647761821746826,0.5686274766921997,0.6207199692726135,0.9230769872665405,0.001
12,0.45021334290504456,0.843137264251709,2.3015737533569336,0.692307710647583,0.001
13,1.9745197296142578,0.7254902124404907,3.2519631385803223,0.6153846383094788,0.001
14,2.728492259979248,0.7058823704719543,2.564545154571533,0.692307710647583,0.001
15,2.1681110858917236,0.7254902124404907,1.1735259294509888,0.7692307829856873,0.001
16,0.9433894157409668,0.8235294222831726,0.4442065358161926,0.9230769872665405,0.001
17,0.3261565864086151,0.9215686321258545,0.2845000624656677,0.8461538553237915,0.001
18,1.2320830821990967,0.7254902124404907,0.4314980208873749,0.8461538553237915,0.001
19,1.6266164779663086,0.6470588445663452,0.23810331523418427,0.9230769872665405,0.001
20,0.7213756442070007,0.8039215803146362,0.610051155090332,0.9230769872665405,0.001
21,0.28340357542037964,0.9019607901573181,1.0220361948013306,0.9230769872665405,0.001
22,0.6297628283500671,0.8627451062202454,1.338499665260315,0.8461538553237915,0.001
23,0.9955203533172607,0.8235294222831726,1.287986159324646,0.8461538553237915,0.001
24,0.9254928827285767,0.843137264251709,1.0015352964401245,0.9230769872665405,0.001
25,0.5257443189620972,0.8823529481887817,0.6792635321617126,0.9230769872665405,0.001
26,0.23235036432743073,0.9215686321258545,0.390107661485672,0.9230769872665405,0.001
27,0.32141241431236267,0.9019607901573181,0.28534644842147827,0.8461538553237915,0.001
