epoch,train_loss,train_acc,val_loss,val_acc,lr
1,0.9491312503814697,0.3921568691730499,28.545976638793945,0.38461539149284363,0.001
2,18.206838607788086,0.6078431606292725,25.450557708740234,0.38461539149284363,0.001
3,16.086441040039062,0.6078431606292725,12.378885269165039,0.38461539149284363,0.001
4,7.595564842224121,0.6078431606292725,2.1425387859344482,0.6153846383094788,0.001
5,2.5000476837158203,0.4313725531101227,3.885256052017212,0.6153846383094788,0.001
6,5.055058479309082,0.3921568691730499,1.012732982635498,0.7692307829856873,0.001
7,0.7415179014205933,0.7843137383460999,3.9624900817871094,0.38461539149284363,0.001
8,1.8523849248886108,0.6470588445663452,6.01055383682251,0.38461539149284363,0.001
9,2.9745192527770996,0.6274510025978088,3.4515433311462402,0.38461539149284363,0.001
10,1.4814352989196777,0.686274528503418,0.7468993663787842,0.692307710647583,0.001
11,0.3878690302371979,0.8823529481887817,1.8661277294158936,0.7692307829856873,0.001
12,1.440484642982483,0.7843137383460999,2.383470296859741,0.7692307829856873,0.001
13,1.9604969024658203,0.7450980544090271,1.8109667301177979,0.7692307829856873,0.001
14,1.3475160598754883,0.7843137383460999,0.8454307317733765,0.692307710647583,0.001
15,0.46894586086273193,0.9019607901573181,1.5648897886276245,0.692307710647583,0.001
16,0.5742008686065674,0.843137264251709,3.257835865020752,0.46153849363327026,0.001
17,1.204371452331543,0.8039215803146362,3.1970062255859375,0.46153849363327026,0.001
18,1.153114676475525,0.8039215803146362,1.6629829406738281,0.692307710647583,0.001
