epoch,train_loss,train_acc,val_loss,val_acc,lr
1,1.9005850553512573,0.5490196347236633,26.93805694580078,0.38461539149284363,0.001
2,24.075712203979492,0.45098039507865906,21.768083572387695,0.38461539149284363,0.001
3,19.298324584960938,0.45098039507865906,7.023462772369385,0.38461539149284363,0.001
4,5.970607280731201,0.45098039507865906,6.386281967163086,0.6153846383094788,0.001
5,7.269449234008789,0.5490196347236633,11.398079872131348,0.6153846383094788,0.001
6,13.084192276000977,0.5490196347236633,11.796884536743164,0.6153846383094788,0.001
7,13.466360092163086,0.5490196347236633,8.84915828704834,0.6153846383094788,0.001
8,9.91007137298584,0.5490196347236633,3.373305320739746,0.6153846383094788,0.001
9,3.4126338958740234,0.5686274766921997,2.3601419925689697,0.7692307829856873,0.001
10,1.3124442100524902,0.7647058963775635,8.123777389526367,0.38461539149284363,0.001
11,6.027566432952881,0.4901961088180542,9.559000015258789,0.38461539149284363,0.001
12,7.144711971282959,0.4705882668495178,6.273041725158691,0.38461539149284363,0.001
13,4.422158241271973,0.5882353186607361,2.796820640563965,0.7692307829856873,0.001
14,1.2641812562942505,0.7843137383460999,1.0514366626739502,0.692307710647583,0.001
15,0.6209381222724915,0.8235294222831726,3.163214683532715,0.692307710647583,0.001
16,2.721126079559326,0.6274510025978088,4.091826438903809,0.692307710647583,0.001
17,3.771390914916992,0.6078431606292725,3.195847749710083,0.692307710647583,0.001
18,2.6646411418914795,0.6470588445663452,1.3967077732086182,0.692307710647583,0.001
19,0.951722264289856,0.843137264251709,1.8351855278015137,0.692307710647583,0.001
20,0.42408570647239685,0.8823529481887817,3.3958652019500732,0.7692307829856873,0.001
21,1.1826120615005493,0.8039215803146362,4.347029685974121,0.7692307829856873,0.001
22,1.9370611906051636,0.7843137383460999,4.527270317077637,0.7692307829856873,0.001
