epoch,train_loss,train_acc,val_loss,val_acc,lr
1,0.6974393725395203,0.529411792755127,25.026844024658203,0.38461539149284363,0.001
2,22.1369686126709,0.4705882668495178,5.564060688018799,0.38461539149284363,0.001
3,5.335975646972656,0.4705882668495178,9.625591278076172,0.6153846383094788,0.001
4,11.226577758789062,0.529411792755127,14.054286003112793,0.6153846383094788,0.001
5,16.501556396484375,0.529411792755127,12.624979019165039,0.6153846383094788,0.001
6,14.562071800231934,0.529411792755127,7.415889263153076,0.6153846383094788,0.001
7,7.975296974182129,0.529411792755127,0.9124302268028259,0.692307710647583,0.001
8,0.256664901971817,0.9215686321258545,4.717134952545166,0.5384615659713745,0.001
9,5.316509246826172,0.4705882668495178,7.1661176681518555,0.38461539149284363,0.001
10,7.742624282836914,0.4705882668495178,4.555344104766846,0.5384615659713745,0.001
11,5.168134689331055,0.4705882668495178,1.5783616304397583,0.8461538553237915,0.001
12,1.302796721458435,0.7647058963775635,2.0887155532836914,0.692307710647583,0.001
13,0.694183349609375,0.8039215803146362,4.7446675300598145,0.6153846383094788,0.001
14,3.7685627937316895,0.5686274766921997,5.309628486633301,0.6153846383094788,0.001
15,4.321788311004639,0.5490196347236633,3.6597840785980225,0.692307710647583,0.001
