epoch,train_loss,train_acc,val_loss,val_acc,lr
1,1.0229663848876953,0.5686274766921997,21.019771575927734,0.5384615659713745,0.001
2,25.6652774810791,0.4313725531101227,14.407299041748047,0.5384615659713745,0.001
3,17.272924423217773,0.4313725531101227,1.4167075157165527,0.5384615659713745,0.001
4,1.2126933336257935,0.5490196347236633,14.28854751586914,0.46153849363327026,0.001
5,11.380696296691895,0.5686274766921997,21.68260955810547,0.46153849363327026,0.001
6,17.27861785888672,0.5686274766921997,22.33436393737793,0.46153849363327026,0.001
7,17.791091918945312,0.5686274766921997,18.135957717895508,0.46153849363327026,0.001
8,14.429837226867676,0.5686274766921997,10.292085647583008,0.46153849363327026,0.001
9,8.157220840454102,0.5686274766921997,0.9577875733375549,0.6153846383094788,0.001
10,0.522925615310669,0.8627451062202454,5.037995338439941,0.5384615659713745,0.001
11,4.196983337402344,0.5098039507865906,9.078681945800781,0.5384615659713745,0.001
12,8.67337703704834,0.4313725531101227,8.614297866821289,0.5384615659713745,0.001
13,7.908862113952637,0.4705882668495178,4.854883670806885,0.6153846383094788,0.001
14,3.769930601119995,0.6470588445663452,2.044898748397827,0.8461538553237915,0.001
15,0.6825776696205139,0.8627451062202454,1.6881173849105835,0.46153849363327026,0.001
16,1.0682207345962524,0.8039215803146362,5.074251651763916,0.5384615659713745,0.001
17,3.7497551441192627,0.6078431606292725,5.9952569007873535,0.5384615659713745,0.001
