epoch,train_loss,train_acc,val_loss,val_acc,lr
1,0.9126337766647339,0.6078431606292725,17.376497268676758,0.6153846383094788,0.001
2,27.562362670898438,0.3921568691730499,10.166499137878418,0.6153846383094788,0.001
3,16.035615921020508,0.3921568691730499,1.1582311391830444,0.46153849363327026,0.001
4,0.7322924733161926,0.6470588445663452,10.092615127563477,0.38461539149284363,0.001
5,6.430095672607422,0.6078431606292725,10.917312622070312,0.38461539149284363,0.001
6,6.961165904998779,0.6078431606292725,5.989049911499023,0.38461539149284363,0.001
7,3.8233938217163086,0.6078431606292725,0.30450600385665894,0.8461538553237915,0.001
8,0.43775618076324463,0.843137264251709,2.237673759460449,0.692307710647583,0.001
9,3.2305572032928467,0.5686274766921997,1.9508923292160034,0.692307710647583,0.001
10,2.8464739322662354,0.6274510025978088,0.4421687722206116,0.8461538553237915,0.001
11,0.7405022978782654,0.8235294222831726,1.4597752094268799,0.5384615659713745,0.001
12,0.7844576835632324,0.7647058963775635,3.482219696044922,0.46153849363327026,0.001
13,2.0605037212371826,0.6470588445663452,2.5016958713531494,0.5384615659713745,0.001
14,1.3758333921432495,0.686274528503418,0.6383993625640869,0.9230769872665405,0.001
15,0.26896071434020996,0.8823529481887817,0.5040097832679749,0.8461538553237915,0.001
