epoch,train_loss,train_acc,val_loss,val_acc,lr
1,1.6192673444747925,0.4705882668495178,17.592164993286133,0.6153846383094788,0.001
2,21.24594497680664,0.529411792755127,16.48549461364746,0.6153846383094788,0.001
3,19.717212677001953,0.529411792755127,8.922300338745117,0.6153846383094788,0.001
4,10.354499816894531,0.529411792755127,1.0962258577346802,0.5384615659713745,0.001
5,1.0822011232376099,0.6666666865348816,8.64989948272705,0.38461539149284363,0.001
6,7.388332366943359,0.4705882668495178,7.361591815948486,0.38461539149284363,0.001
7,6.266343593597412,0.4705882668495178,0.9644477367401123,0.692307710647583,0.001
8,1.1358872652053833,0.7843137383460999,2.9722468852996826,0.6153846383094788,0.001
9,2.334897041320801,0.5490196347236633,4.576876163482666,0.6153846383094788,0.001
10,4.0731329917907715,0.529411792755127,2.935161590576172,0.6153846383094788,0.001
11,2.0462279319763184,0.5882353186607361,0.3424084484577179,0.8461538553237915,0.001
12,0.40431714057922363,0.8823529481887817,1.399585485458374,0.692307710647583,0.001
13,1.6607794761657715,0.7843137383460999,2.359618663787842,0.692307710647583,0.001
14,2.4335315227508545,0.7254902124404907,1.8581477403640747,0.692307710647583,0.001
15,2.034397840499878,0.7843137383460999,0.5308266282081604,0.7692307829856873,0.001
16,1.0191882848739624,0.8235294222831726,0.7268204092979431,0.8461538553237915,0.001
17,0.33752351999282837,0.9019607901573181,2.2445669174194336,0.6153846383094788,0.001
18,0.9544325470924377,0.7450980544090271,3.0259287357330322,0.6153846383094788,0.001
19,1.4845919609069824,0.7058823704719543,1.9860142469406128,0.692307710647583,0.001
