epoch,train_loss,train_acc,val_loss,val_acc,lr
1,0.7441695928573608,0.5490196347236633,26.194028854370117,0.38461539149284363,0.001
2,23.39445686340332,0.45098039507865906,7.6010870933532715,0.38461539149284363,0.001
3,6.69126033782959,0.45098039507865906,8.207520484924316,0.6153846383094788,0.001
4,9.44483757019043,0.5490196347236633,12.868231773376465,0.6153846383094788,0.001
5,14.86397647857666,0.5490196347236633,11.830333709716797,0.6153846383094788,0.001
6,13.577062606811523,0.5490196347236633,7.046453475952148,0.6153846383094788,0.001
7,7.884883880615234,0.5490196347236633,0.36163201928138733,0.9230769872665405,0.001
8,0.3569709062576294,0.843137264251709,5.718202590942383,0.46153849363327026,0.001
9,4.499493598937988,0.5098039507865906,9.038400650024414,0.38461539149284363,0.001
10,7.493005275726318,0.4705882668495178,6.904465198516846,0.46153849363327026,0.001
11,5.384093761444092,0.5098039507865906,2.2440967559814453,0.692307710647583,0.001
12,1.8757741451263428,0.7450980544090271,0.49002185463905334,0.7692307829856873,0.001
13,0.4350263178348541,0.8823529481887817,3.345893383026123,0.6153846383094788,0.001
14,3.170015573501587,0.5882353186607361,4.305974960327148,0.6153846383094788,0.001
15,4.164009094238281,0.5686274766921997,2.7339112758636475,0.6153846383094788,0.001
